x0,y0,z0,xd0,yd0,zd0,Tp,JC,stabilityIndex1,stabilityIndex2,alpha,beta,impactFlag,error
1.0166552180636210,0.0,-0.0232456188360430,-0.0000236814331570,-0.0305350120071840,-0.0004511188613580,5.4160525666868731,3.0010450361284953,1009.3759,2.0001,-1011.3760,2020.8301,0,2.2e-12
1.0166552180637562,0.0,-0.0232456188358958,-0.0000236814334752,-0.0305350120071938,-0.0004511188673187,5.4160525667226045,3.0010450361285117,1009.3759,2.0001,-1011.3760,2020.8301,0,4.3e-13
1.0166552547439971,0.0,-0.0232455088155940,-0.0000243696918571,-0.0305351402472776,-0.0004642425437141,5.4160602794176613,3.0010450289811756,1009.3724,2.0001,-1011.3724,2020.8277,0,5.3e-13
1.0166552887497045,0.0,-0.0232454068173217,-0.0000249907759184,-0.0305352591370071,-0.0004760862826130,5.4160674298408038,3.0010450223549183,1009.3691,2.0001,-1011.3692,2020.8255,0,1.5e-12
1.0166553218476935,0.0,-0.0232453075419438,-0.0000255807437670,-0.0305353748532841,-0.0004873374988956,5.4160743894555488,3.0010450159055093,1009.3659,2.0001,-1011.3660,2020.8233,0,5.4e-13
1.0166553557177951,0.0,-0.0232452059507892,-0.0000261706500722,-0.0305354932691441,-0.0004985883864535,5.4160815114941645,3.0010450093056069,1009.3626,2.0001,-1011.3627,2020.8210,0,1.2e-13
1.0166553869482595,0.0,-0.0232451122770651,-0.0000267029859235,-0.0305356024565521,-0.0005087420129041,5.4160880785570598,3.0010450032200136,1009.3596,2.0001,-1011.3597,2020.8190,0,9.0e-13
1.0166554115452073,0.0,-0.0232450385001799,-0.0000271148604480,-0.0305356884520387,-0.0005165984857448,5.4160932507910360,3.0010449984270049,1009.3573,2.0001,-1011.3574,2020.8173,0,3.2e-13
1.0166554365185521,0.0,-0.0232449635943373,-0.0000275267031449,-0.0305357757636174,-0.0005244547882640,5.4160985022138703,3.0010449935606220,1009.3549,2.0001,-1011.3550,2020.8157,0,1.5e-13
1.0166554618682948,0.0,-0.0232448875596058,-0.0000279385135278,-0.0305358643911905,-0.0005323109178607,5.4161038328281794,3.0010449886208725,1009.3524,2.0001,-1011.3525,2020.8140,0,4.1e-13
