x0,y0,z0,xd0,yd0,zd0,Tp,JC,stabilityIndex1,stabilityIndex2,alpha,beta,impactFlag,error
1.0208242244154642,0.0,0.0000000000000001,-0.0000000000007391,-0.0227351118934324,0.0000440892813105,11.1655579924491875,3.0030933347348605,6044.021190,2.001142,-6046.0211900786862,12090.0454070903361,1,2.6e-09
1.0208241556232707,0.0,-0.0000000000000432,-0.0000000000014776,-0.0227348356317257,0.0001339739379557,11.1655760522714544,3.0030933308616081,6043.847085,1.999998,-6045.8470838501607,12089.6843356639147,1,4.3e-10
1.0208240180080737,0.0,0.0000000000000735,0.0000000000009325,-0.0227342829838084,0.0002235312804051,11.1656121803542057,3.0030933231134394,6043.492855,1.997760,-6045.4928517846429,12088.9685003943741,1,8.0e-09
1.0208238082061503,0.0,-0.0000000000001112,-0.0000000000012143,-0.0227334404436347,0.0003142891004982,11.1656672605261615,3.0030933113008849,6042.965589,2.000003,-6044.9655771798525,12087.8624762967229,1,9.4e-09
1.0208235305261473,0.0,0.0000000000000717,-0.0000000000000729,-0.0227323253150515,0.0004042030228146,11.1657401627064115,3.0030932956665493,6042.253579,2.000000,-6044.2535639625521,12086.4143968485296,1,5.0e-10
1.0208231955030698,0.0,-0.0000000000000393,-0.0000000000002230,-0.0227309799090364,0.0004912450529493,11.1658281223044078,3.0030932768035208,6041.401630,2.000002,-6043.4016059516853,12084.6599162593484,1,5.1e-09
1.0208228013299330,0.0,0.0000000000001125,0.0000000000001815,-0.0227293969711089,0.0005770805600467,11.1659316152433021,3.0030932546099716,6040.398225,2.000003,-6042.3981916615085,12082.5966758206487,1,8.5e-09
1.0208223419716937,0.0,-0.0000000000000758,-0.0000000000003086,-0.0227275522684039,0.0006632372536057,11.1660522279274144,3.0030932287460699,6039.220663,1.999964,-6041.2206233046891,12080.2024655081332,1,7.6e-09
1.0208218501267947,0.0,0.0000000000001145,0.0000000000013527,-0.0227255771156711,0.0007445124782536,11.1661813763414912,3.0030932010529119,6037.972015,2.000002,-6039.9719626581918,12077.6249678991735,1,3.4e-09
1.0208213122383818,0.0,-0.0000000000000631,-0.0000000000009177,-0.0227234170738651,0.0008242695443706,11.1663226217825589,3.0030931707670416,6036.599333,1.999937,-6038.5992690478906,12074.8145983889699,1,5.7e-11
1.0208207319339972,0.0,-0.0000000000001317,-0.0000000000003243,-0.0227210867140220,0.0009024427912063,11.1664750134655950,3.0030931380926456,6035.120976,2.000000,-6037.1208996679497,12071.7799482457340,1,1.1e-09
1.0208200999469526,0.0,-0.0000000000000940,0.0000000000000407,-0.0227185488257534,0.0009805106217375,11.1666409869369083,3.0030931025079637,6033.510156,1.999911,-6035.5100660985681,12068.4775084629655,1,1.7e-09
1.0208194314255390,0.0,0.0000000000000039,0.0000000000001835,-0.0227158642454223,0.0010568300609292,11.1668165660205947,3.0030930648657645,6031.807110,1.999896,-6033.8070059125721,12064.9835718013346,1,1.9e-09
1.0208188370111881,0.0,-0.0000000000000693,-0.0000000000001081,-0.0227134772739354,0.0011203284880580,11.1669726911722336,3.0030930313960420,6030.295023,2.000001,-6032.2949044833240,12061.8741316720843,1,2.8e-09
1.0208182454356782,0.0,0.0000000000002809,0.0000000000007717,-0.0227111017182835,0.0011801338893041,11.1671280794295935,3.0030929980858869,6028.789028,2.000002,-6030.7888963645055,12058.7822275608778,1,4.9e-09
1.0208176354122185,0.0,-0.0000000000004599,-0.0000000000018744,-0.0227086520983264,0.0012387818549925,11.1672883227128494,3.0030929637365724,6027.234507,2.000001,-6029.2343622733060,12055.5959337912500,1,1.6e-09
