x0,y0,z0,xd0,yd0,zd0,Tp,JC,stabilityIndex1,stabilityIndex2,alpha,beta,impactFlag,error
0.9894838459851392,0.0,-0.0187945770444886,0.0000000000000000,-0.0060032396779836,0.0000000000000000,11.0382111858169516,3.0021798531343191,-89.555776,2.904269,86.6515076752317,-258.0940314535064,0,4.6e-11
0.9894873811136664,0.0,-0.0187909948155514,0.0000000000000000,-0.0060463323307418,0.0000000000000000,11.0387111858169522,3.0021797813439384,-110.797397,2.902159,107.8952380414445,-319.5516986918565,0,1.1e-10
0.9894907207506993,0.0,-0.0187876084698700,0.0000000000000000,-0.0060872399099600,0.0000000000000000,11.0392111858169510,3.0021797082533079,-132.211361,2.911963,129.2993983851574,-382.9945751346786,0,2.9e-11
0.9894938901923978,0.0,-0.0187843932592721,0.0000000000000000,-0.0061262418555803,0.0000000000000000,11.0397111858169517,3.0021796340196891,-153.743160,2.928720,150.8144395519685,-448.2707086360988,0,7.6e-11
0.9894969097703263,0.0,-0.0187813292714805,0.0000000000000000,-0.0061635628671009,0.0000000000000000,11.0402111858169523,3.0021795587694502,-175.350297,2.949829,172.4004680240366,-515.2533423197110,0,4.9e-10
0.9894997961146355,0.0,-0.0187784002015410,0.0000000000000000,-0.0061993868242624,0.0000000000000000,11.0407111858169511,3.0021794826059631,-196.998003,2.973806,194.0241970403473,-583.8338639115536,0,2.4e-13
0.9895025630189548,0.0,-0.0187755925113602,0.0000000000000000,-0.0062338662980142,0.0000000000000000,11.0412111858169517,3.0021794056154185,-218.658371,2.999750,215.6586208425839,-653.9204180594315,0,9.8e-11
0.9895041707376963,0.0,-0.0187739613383205,0.0000000000000000,-0.0062539629377494,0.0000000000000000,11.0415111858169510,3.0021793590546269,-231.650441,3.016013,228.6344273127933,-696.6608699439530,0,1.2e-10
0.9895057418648621,0.0,-0.0187723675653229,0.0000000000000000,-0.0062736464740918,0.0000000000000000,11.0418111858169521,3.0021793122360161,-244.634022,3.032689,241.6013334539812,-739.8988297711512,0,4.2e-11
0.9895072783992364,0.0,-0.0187708092254701,0.0000000000000000,-0.0062929390410706,0.0000000000000000,11.0421111858169514,3.0021792651720585,-257.604864,3.049707,254.5551564659134,-783.6193826636736,0,1.3e-10
0.9895087821680938,0.0,-0.0187692845194587,0.0000000000000000,-0.0063118608797832,0.0000000000000000,11.0424111858169525,3.0021792178741404,-270.559150,3.067014,267.4921351536953,-827.8088052345192,0,9.0e-11
0.9895102548445267,0.0,-0.0187677917988090,0.0000000000000000,-0.0063304305258622,0.0000000000000000,11.0427111858169518,3.0021791703527634,-283.493678,3.084567,280.4091118014780,-872.4551188761470,0,4.6e-11
0.9895116979693424,0.0,-0.0187663295443218,0.0000000000000000,-0.0063486650572420,0.0000000000000000,11.0430111858169511,3.0021791226175170,-296.405191,3.102329,293.3028622822629,-917.5462766182900,0,2.1e-10
0.9895131129616405,0.0,-0.0187648963559381,0.0000000000000000,-0.0063665802052616,0.0000000000000000,11.0433111858169521,3.0021790746772852,-309.290603,3.120272,306.1703312713004,-963.0707290659921,0,5.6e-11
0.9895145011325313,0.0,-0.0187634909392978,0.0000000000000000,-0.0063841905079013,0.0000000000000000,11.0436111858169514,3.0021790265402970,-322.147488,3.138373,319.0091155694220,-1009.0189025101063,0,2.4e-11
0.9895158636977858,0.0,-0.0187621120933840,0.0000000000000000,-0.0064015094505521,0.0000000000000000,11.0439111858169525,3.0021789782141521,-334.973267,3.156613,331.8166544334010,-1055.3808129568133,0,6.6e-11
0.9895172017859358,0.0,-0.0187607587026165,0.0000000000000000,-0.0064185495543173,0.0000000000000000,11.0442111858169518,3.0021789297059169,-347.765586,3.174976,344.5906109527984,-1102.1471856557910,0,1.2e-10
0.9895185164466204,0.0,-0.0187594297286906,0.0000000000000000,-0.0064353224680002,0.0000000000000000,11.0445111858169511,3.0021788810221905,-360.522164,3.193448,357.3287151320843,-1149.3089560346489,0,1.8e-10
0.9895198086598996,0.0,-0.0187581242016847,0.0000000000000000,-0.0064518390710264,0.0000000000000000,11.0448111858169522,3.0021788321690774,-373.241232,3.212021,370.0292112615207,-1196.8587339726655,0,2.0e-10
0.9895210793393614,0.0,-0.0187568412166305,0.0000000000000000,-0.0064681095079206,0.0000000000000000,11.0451111858169515,3.0021787831523508,-385.920869,3.230685,382.6901840771572,-1244.7886533188721,0,2.3e-11
0.9895223293412440,0.0,-0.0187555799249581,0.0000000000000000,-0.0064841432889865,0.0000000000000000,11.0454111858169526,3.0021787339773733,-398.559139,3.249432,395.3097074267956,-1293.0907989588013,0,1.2e-10
0.9895235594673227,0.0,-0.0187543395315161,0.0000000000000000,-0.0064999493215761,0.0000000000000000,11.0457111858169519,3.0021786846492033,-411.154617,3.268257,407.8863595797242,-1341.7589623006061,0,1.2e-10
0.9895247704715784,0.0,-0.0187531192880783,0.0000000000000000,-0.0065155359855496,0.0000000000000000,11.0460111858169512,3.0021786351725517,-423.705557,3.287155,420.4184020441305,-1390.7858638738689,0,1.8e-10
0.9895259630622475,0.0,-0.0187519184913127,0.0000000000000000,-0.0065309111542641,0.0000000000000000,11.0463111858169523,3.0021785855518774,-436.210448,3.306122,432.9043262203394,-1440.1650079265673,0,8.5e-11
0.9895271379056143,0.0,-0.0187507364792190,0.0000000000000000,-0.0065460822345633,0.0000000000000000,11.0466111858169516,3.0021785357914088,-448.668312,3.325156,445.3431571318141,-1489.8918039513082,0,3.9e-10
